Month of DAY|Site ID(Office)|Site Name|Year of DAY|Calcul 1|valeur|Difference in Count of sheet1
March|14200|GASCHETTE|2021|acceptable|99.27%|
March|14204|DAUBERT|2020|good|100.00%|
March|14204|DAUBERT|2021|good|100.00%|
March|14205|RECULEE|2020|acceptable|99.76%|
March|14205|RECULEE|2021|acceptable|99.37%|
March|14206|CARABIN|2020|acceptable|99.92%|
March|14206|CARABIN|2021|acceptable|97.50%|
March|14212|ROUTE TRACE CHAMPFLORE|2020|good|100.00%|
March|14212|ROUTE TRACE CHAMPFLORE|2021|good|99.99%|
March|14214|CHAPUZOT|2020|acceptable|99.95%|
March|14214|CHAPUZOT|2021|good|100.00%|
March|14217|CAP EST|2020|acceptable|99.69%|
March|14217|CAP EST|2021|good|100.00%|
March|14221|MORNE LEPINAY|2020|good|100.00%|
March|14221|MORNE LEPINAY|2021|good|100.00%|
March|14223|BEAUJOLAIS|2020|good|100.00%|
March|14223|BEAUJOLAIS|2021|good|100.00%|
March|14225|ROUTE DE MOUTTE|2020|good|99.96%|
March|14225|ROUTE DE MOUTTE|2021|good|100.00%|
March|14226|MORNE DESAIX|2020|good|99.98%|
March|14226|MORNE DESAIX|2021|good|100.00%|
March|14229|BOULEVARD DE LA MARNE|2020|good|100.00%|
March|14229|BOULEVARD DE LA MARNE|2021|acceptable|99.20%|
March|14231|POINTE DU BOUT FT|2020|good|100.00%|
March|14231|POINTE DU BOUT FT|2021|good|100.00%|
March|14232|LUNETTE BOUILLEE|2020|good|100.00%|
March|14232|LUNETTE BOUILLEE|2021|good|100.00%|
March|14236|BAIE DES MULETS|2020|good|99.99%|
March|14236|BAIE DES MULETS|2021|good|100.00%|
March|14240|ZI COCOTTE|2020|good|100.00%|
March|14240|ZI COCOTTE|2021|good|100.00%|
March|14242|ROCHES CARRES|2020|acceptable|98.98%|
March|14242|ROCHES CARRES|2021|good|100.00%|
March|14243|DUCHESNE|2020|acceptable|98.96%|
March|14243|DUCHESNE|2021|good|100.00%|
March|14244|BEAUSEJOUR|2020|good|100.00%|
March|14244|BEAUSEJOUR|2021|acceptable|99.70%|
March|14248|BOIS LEZARD|2020|acceptable|93.07%|
March|14248|BOIS LEZARD|2021|acceptable|99.93%|
March|14252|MORNE CAPOT|2020|acceptable|99.93%|
March|14252|MORNE CAPOT|2021|acceptable|99.73%|
March|14253|GRAND FOND|2020|good|100.00%|
March|14253|GRAND FOND|2021|good|100.00%|
March|14255|HAUTEURS BOURDONS|2020|good|100.00%|
March|14255|HAUTEURS BOURDONS|2021|acceptable|99.64%|
March|14258|HABITATION PETIT REDUIT|2020|good|100.00%|
March|14258|HABITATION PETIT REDUIT|2021|good|99.99%|
March|14261|LES HAUTS DE MANIBA|2020|good|99.97%|
March|14261|LES HAUTS DE MANIBA|2021|good|100.00%|
March|14267|CHÂTEAU GAILLARD|2020|acceptable|99.86%|
March|14267|CHÂTEAU GAILLARD|2021|good|100.00%|
March|14268|FOND MANOEL|2020|good|100.00%|
March|14268|FOND MANOEL|2021|good|99.95%|
March|14282|LAMENTIN NORD OUEST|2020|good|100.00%|
March|14282|LAMENTIN NORD OUEST|2021|good|99.96%|
March|14289|CHÂTEAU PAILLE|2020|acceptable|99.72%|
March|14289|CHÂTEAU PAILLE|2021|good|100.00%|
March|14290|FOUR A CHAUX|2020|good|100.00%|
March|14290|FOUR A CHAUX|2021|good|99.99%|
March|14291|POINTE DU BOUT HIBISCUS|2020|acceptable|99.64%|
March|14291|POINTE DU BOUT HIBISCUS|2021|good|100.00%|
March|14293|FDF ROCADE L'ERMITAGE|2020|good|100.00%|
March|14293|FDF ROCADE L'ERMITAGE|2021|acceptable|99.87%|
March|14297|ANSE COLLAT|2020|good|100.00%|
March|14297|ANSE COLLAT|2021|good|100.00%|
March|14298|RIVIERE SALEE-LA LAUGIER|2020|good|100.00%|
March|14298|RIVIERE SALEE-LA LAUGIER|2021|good|99.98%|
March|14700|LE CARBET|2020|good|100.00%|
March|14700|LE CARBET|2021|good|99.98%|
March|14701|ST PIERRE|2020|good|100.00%|
March|14701|ST PIERRE|2021|good|100.00%|
March|14702|LE LORRAIN|2020|good|100.00%|
March|14702|LE LORRAIN|2021|good|99.99%|
March|14703|LE MARIGOT|2020|good|100.00%|
March|14703|LE MARIGOT|2021|acceptable|99.68%|
March|14704|MORNE ROUGE AILERON|2020|good|100.00%|
March|14704|MORNE ROUGE AILERON|2021|good|100.00%|
March|14705|STE MARIE|2020|good|99.99%|
March|14705|STE MARIE|2021|good|100.00%|
March|14706|LA TRINITE|2020|good|100.00%|
March|14706|LA TRINITE|2021|good|100.00%|
March|14707|GROS MORNE|2020|good|100.00%|
March|14707|GROS MORNE|2021|good|100.00%|
March|14708|VERT PRE|2020|good|99.99%|
March|14708|VERT PRE|2021|good|100.00%|
March|14709|LESTRADE|2020|acceptable|99.70%|
March|14709|LESTRADE|2021|good|100.00%|
March|14710|PONTALERY|2020|good|100.00%|
March|14710|PONTALERY|2021|good|100.00%|
March|14711|ST ROCH|2020|acceptable|99.94%|
March|14711|ST ROCH|2021|good|100.00%|
March|14712|COURBARIL|2020|acceptable|99.78%|
March|14712|COURBARIL|2021|good|100.00%|
March|14713|POINTE BATEAU|2020|good|99.98%|
March|14713|POINTE BATEAU|2021|good|100.00%|
March|14714|ACAJOU|2020|good|99.97%|
March|14714|ACAJOU|2021|good|100.00%|
March|14716|BELEME|2020|good|100.00%|
March|14716|BELEME|2021|good|100.00%|
March|14717|ROSETTE|2020|good|100.00%|
March|14717|ROSETTE|2021|good|99.98%|
March|14718|DUCOS STADE|2020|good|100.00%|
March|14718|DUCOS STADE|2021|good|100.00%|
March|14719|RIVIERE SALEE|2020|good|99.99%|
March|14719|RIVIERE SALEE|2021|good|100.00%|
March|14720|LES TROIS ILETS|2020|acceptable|99.85%|
March|14720|LES TROIS ILETS|2021|good|100.00%|
March|14722|ANSE D'ARLETS|2020|good|100.00%|
March|14722|ANSE D'ARLETS|2021|acceptable|99.84%|
March|14724|CAP CHEVALIER|2020|good|100.00%|
March|14724|CAP CHEVALIER|2021|good|100.00%|
March|14725|STE LUCE|2020|good|100.00%|
March|14725|STE LUCE|2021|acceptable|99.94%|
March|14726|LE MARIN|2020|good|100.00%|
March|14726|LE MARIN|2021|good|99.99%|
March|14728|LES SALINES|2020|good|100.00%|
March|14728|LES SALINES|2021|good|100.00%|
March|14729|RIVIERE PILOTE|2020|acceptable|99.78%|
March|14729|RIVIERE PILOTE|2021|good|100.00%|
March|14730|ST ESPRIT|2020|good|100.00%|
March|14730|ST ESPRIT|2021|good|100.00%|
March|14732|MORNE DUNOYER|2020|good|99.99%|
March|14732|MORNE DUNOYER|2021|good|99.99%|
March|14733|PLATEAU FOFO|2020|acceptable|99.92%|
March|14733|PLATEAU FOFO|2021|good|100.00%|
March|14734|POINTE NEGRE|2020|good|99.98%|
March|14734|POINTE NEGRE|2021|good|100.00%|
March|14736|GARNIER PAGES|2020|good|100.00%|
March|14736|GARNIER PAGES|2021|good|100.00%|
March|14737|LE PORT|2020|good|100.00%|
March|14737|LE PORT|2021|good|100.00%|
March|14739|LA MEYNARD|2020|good|99.95%|
March|14739|LA MEYNARD|2021|good|100.00%|
March|14740|DILLON|2020|acceptable|99.95%|
March|14740|DILLON|2021|good|100.00%|
March|14741|VALMENIERE|2020|good|99.95%|
March|14741|VALMENIERE|2021|good|100.00%|
March|14742|GALLERIA|2020|good|100.00%|
March|14742|GALLERIA|2021|good|100.00%|
March|14744|CLAIRIERE|2020|good|99.99%|
March|14744|CLAIRIERE|2021|good|100.00%|
March|14745|JAMBETTE|2020|good|100.00%|
March|14745|JAMBETTE|2021|good|100.00%|
March|14746|RESIDENCE MARYLAND|2020|acceptable|99.93%|
March|14746|RESIDENCE MARYLAND|2021|good|100.00%|
March|14747|CASE PILOTE|2020|good|100.00%|
March|14747|CASE PILOTE|2021|good|99.99%|
March|14748|AEROPORT|2020|good|100.00%|
March|14748|AEROPORT|2021|good|100.00%|
March|14749|BELLFONTAINE|2020|good|100.00%|
March|14749|BELLFONTAINE|2021|good|99.99%|
March|14750|MORNE VERT|2020|good|100.00%|
March|14750|MORNE VERT|2021|good|100.00%|
March|14751|MORNE FOLIE|2020|good|100.00%|
March|14751|MORNE FOLIE|2021|good|100.00%|
March|14753|TRINITE TARTANE|2020|good|100.00%|
March|14753|TRINITE TARTANE|2021|good|100.00%|
March|14755|BASSE POINTE|2020|good|100.00%|
March|14755|BASSE POINTE|2021|acceptable|99.83%|
March|14756|ANSE L'ANE|2020|good|99.97%|
March|14756|ANSE L'ANE|2021|good|100.00%|
March|14757|MORNE CARRIERE|2020|good|100.00%|
March|14757|MORNE CARRIERE|2021|acceptable|99.38%|
March|14758|CERP BULL|2020|good|100.00%|
March|14758|CERP BULL|2021|good|100.00%|
March|14759|CITRON|2020|acceptable|99.89%|
March|14759|CITRON|2021|good|100.00%|
March|14760|BOIS ROUGE|2020|good|100.00%|
March|14760|BOIS ROUGE|2021|good|100.00%|
March|14762|MORNE BIGOT|2020|good|100.00%|
March|14762|MORNE BIGOT|2021|good|100.00%|
March|14763|PETIT BOURG|2020|good|99.97%|
March|14763|PETIT BOURG|2021|acceptable|96.55%|
March|14766|DUCOS CENTRE|2020|good|100.00%|
March|14766|DUCOS CENTRE|2021|good|100.00%|
March|14767|SCHOELCHER|2020|acceptable|99.86%|
March|14767|SCHOELCHER|2021|good|100.00%|
March|14768|BALATA|2020|good|99.97%|
March|14768|BALATA|2021|good|100.00%|
March|14769|La Demarche|2020|acceptable|99.93%|
March|14769|La Demarche|2021|good|100.00%|
March|14771|FOND ST. JACQUES|2020|acceptable|99.76%|
March|14771|FOND ST. JACQUES|2021|good|99.99%|
March|14772|MORNE DES ESSES|2020|acceptable|99.88%|
March|14772|MORNE DES ESSES|2021|acceptable|98.88%|
March|14774|PELLETIER OC|2020|good|100.00%|
March|14774|PELLETIER OC|2021|good|99.99%|
March|14775|TERRE SAINVILLE Fort De France|2020|good|100.00%|
March|14775|TERRE SAINVILLE Fort De France|2021|good|100.00%|
March|14776|JOSSEAUD|2020|good|99.99%|
March|14776|JOSSEAUD|2021|good|99.99%|
March|14777|DESMARINIERES|2020|acceptable|99.91%|
March|14777|DESMARINIERES|2021|good|99.99%|
March|14778|PETITE ANSE|2020|good|100.00%|
March|14778|PETITE ANSE|2021|good|100.00%|
March|14780|FOND BOUCHER|2020|good|99.97%|
March|14780|FOND BOUCHER|2021|good|100.00%|
March|14781|TROIS RIVIERES|2020|good|100.00%|
March|14781|TROIS RIVIERES|2021|good|99.99%|
March|14782|DIZAC|2020|good|100.00%|
March|14782|DIZAC|2021|acceptable|99.86%|
March|14783|GROMAT|2020|good|100.00%|
March|14783|GROMAT|2021|acceptable|99.85%|
March|14785|MORNE ROUGE STADE|2020|good|100.00%|
March|14785|MORNE ROUGE STADE|2021|good|99.99%|
March|14786|CAP MACRE|2020|good|100.00%|
March|14786|CAP MACRE|2021|good|99.98%|
March|14787|MORNE LAVALEUR|2020|good|100.00%|
March|14787|MORNE LAVALEUR|2021|good|100.00%|
March|14788|BALATA|2020|good|100.00%|
March|14788|BALATA|2021|good|100.00%|
March|14791|TRINITE NORD|2020|acceptable|99.92%|
March|14791|TRINITE NORD|2021|acceptable|99.83%|
March|14793|HOTEL DE VILLE|2020|good|100.00%|
March|14793|HOTEL DE VILLE|2021|good|100.00%|
March|14794|ECHANGEUR DILLON|2020|acceptable|99.95%|
March|14794|ECHANGEUR DILLON|2021|good|100.00%|
March|14796|FOND MASSON|2020|acceptable|99.73%|
March|14796|FOND MASSON|2021|good|100.00%|
March|14797|MORNE FIRMIN ABONDANCE|2020|good|99.99%|
March|14797|MORNE FIRMIN ABONDANCE|2021|good|100.00%|
March|14798|CENTRE VILLE FRANCOIS|2020|acceptable|99.95%|
March|14798|CENTRE VILLE FRANCOIS|2021|good|100.00%|
March|17303|MOUCAYA|2020|acceptable|97.62%|
March|17303|MOUCAYA|2021|good|99.97%|
March|17304|ROCHES BLANCHES|2020|good|100.00%|
March|17304|ROCHES BLANCHES|2021|acceptable|99.95%|
March|17305|ORGANABO|2020|good|100.00%|
March|17305|ORGANABO|2021|good|99.97%|
March|17306|CHIRE|2020|acceptable|92.43%|
March|17306|CHIRE|2021|good|100.00%|
March|17308|COUACHIMANA|2020|good|99.99%|
March|17308|COUACHIMANA|2021|good|99.99%|
March|17309|AWALA|2020|acceptable|99.54%|
March|17309|AWALA|2021|acceptable|99.93%|
March|17314|CARREFOUR MANA|2020|good|100.00%|
March|17314|CARREFOUR MANA|2021|good|99.99%|
March|17318|CHARVEIN|2020|acceptable|99.88%|
March|17318|CHARVEIN|2021|acceptable|99.83%|
March|17319|COSWINE|2020|good|100.00%|
March|17319|COSWINE|2021|acceptable|99.81%|
March|17321|TERRE ROUGE ESPERANCE|2020|acceptable|99.44%|
March|17321|TERRE ROUGE ESPERANCE|2021|acceptable|99.16%|
March|17322|MACRABO|2020|acceptable|99.87%|
March|17322|MACRABO|2021|acceptable|99.84%|
March|17323|PATAWA|2020|acceptable|99.83%|
March|17323|PATAWA|2021|acceptable|99.90%|
March|17324|LE SOLITAIRE|2020|good|100.00%|
March|17324|LE SOLITAIRE|2021|acceptable|99.87%|
March|17325|TONNEGRANDE|2020|good|100.00%|
March|17325|TONNEGRANDE|2021|good|100.00%|
March|17326|ROCHAMBEAU MARIGNAN|2020|good|100.00%|
March|17326|ROCHAMBEAU MARIGNAN|2021|acceptable|99.58%|
March|17328|MONTAGNE CHÂTEAU CENTRE|2020|good|100.00%|
March|17328|MONTAGNE CHÂTEAU CENTRE|2021|good|100.00%|
March|17330|ROCHE TABLON|2020|good|99.99%|
March|17330|ROCHE TABLON|2021|acceptable|99.17%|
March|17340|ZI COLLERY|2020|acceptable|99.88%|
March|17340|ZI COLLERY|2021|good|100.00%|
March|17341|APATOU|2020|good|100.00%|
March|17341|APATOU|2021|good|100.00%|
March|17343|GRAN SANTI|2020|acceptable|99.11%|
March|17343|GRAN SANTI|2021|good|100.00%|
March|17345|PAPAICHTON|2020|acceptable|99.09%|
March|17345|PAPAICHTON|2021|good|100.00%|
March|17346|SAVANE ELISABETH|2020|good|100.00%|
March|17346|SAVANE ELISABETH|2021|good|99.99%|
March|17347|ST LAURENT LAGUNE GNU|2020|acceptable|99.86%|
March|17347|ST LAURENT LAGUNE GNU|2021|good|99.99%|
March|17349|BADUEL|2020|good|100.00%|
March|17349|BADUEL|2021|good|100.00%|
March|17900|CAYENNE|2020|good|99.99%|
March|17900|CAYENNE|2021|good|99.98%|
March|17902|CITE HORTZ|2020|good|100.00%|
March|17902|CITE HORTZ|2021|good|100.00%|
March|17903|CAMP DU TIGRE|2020|good|99.99%|
March|17903|CAMP DU TIGRE|2021|good|100.00%|
March|17905|CIMENTERIE|2020|acceptable|99.51%|
March|17905|CIMENTERIE|2021|good|100.00%|
March|17907|LA CHAUMIERE|2020|good|99.99%|
March|17907|LA CHAUMIERE|2021|acceptable|99.23%|
March|17908|CALIFOURCHON|2020|good|99.99%|
March|17908|CALIFOURCHON|2021|good|100.00%|
March|17909|SAVANE SERGENT|2020|good|100.00%|
March|17909|SAVANE SERGENT|2021|good|100.00%|
March|17910|ROURA RESERVOIR|2020|good|99.99%|
March|17910|ROURA RESERVOIR|2021|good|100.00%|
March|17911|FARNOUS|2020|good|99.97%|
March|17911|FARNOUS|2021|acceptable|97.44%|
March|17912|CD5 MONTSINERY|2020|good|99.97%|
March|17912|CD5 MONTSINERY|2021|acceptable|99.92%|
March|17913|GUATEMALA|2020|good|99.99%|
March|17913|GUATEMALA|2021|good|99.97%|
March|17914|MONTAGNE DES PERES|2020|good|100.00%|
March|17914|MONTAGNE DES PERES|2021|acceptable|99.89%|
March|17915|PARIACABO|2020|good|100.00%|
March|17915|PARIACABO|2021|good|100.00%|
March|17916|KOUROU FT|2020|good|99.99%|
March|17916|KOUROU FT|2021|good|99.99%|
March|17917|FUSEE SONDE CSG|2020|good|100.00%|
March|17917|FUSEE SONDE CSG|2021|good|100.00%|
March|17918|SINAMARY|2020|good|99.99%|
March|17918|SINAMARY|2021|good|100.00%|
March|17921|IRACOUBO|2020|good|100.00%|
March|17921|IRACOUBO|2021|good|99.95%|
March|17924|MONTSINERY TDF|2020|good|100.00%|
March|17924|MONTSINERY TDF|2021|good|99.99%|
March|17925|CARISTAN|2020|good|99.98%|
March|17925|CARISTAN|2021|good|100.00%|
March|17926|BALATE OC|2020|good|100.00%|
March|17926|BALATE OC|2021|acceptable|99.89%|
March|17927|MONTAGNE GABIN|2020|good|100.00%|
March|17927|MONTAGNE GABIN|2021|acceptable|99.62%|
March|17928|REGINA FT|2020|acceptable|99.72%|
March|17928|REGINA FT|2021|acceptable|99.93%|
March|17929|MALMANOURY|2020|acceptable|99.76%|
March|17929|MALMANOURY|2021|good|100.00%|
March|17931|CITE PASCALINE|2020|good|100.00%|
March|17931|CITE PASCALINE|2021|good|100.00%|
March|17933|REMIRE MONTJOLY|2020|good|100.00%|
March|17933|REMIRE MONTJOLY|2021|good|100.00%|
March|17934|LES AMES CLAIRES|2020|good|99.98%|
March|17934|LES AMES CLAIRES|2021|good|99.97%|
March|17935|BUZARET|2020|good|100.00%|
March|17935|BUZARET|2021|acceptable|99.82%|
March|17936|MANCELLIERE PALAIS DES SPORTS|2020|good|100.00%|
March|17936|MANCELLIERE PALAIS DES SPORTS|2021|acceptable|97.29%|
March|17937|MATHOURIENNE DEUX FLOTS|2020|good|100.00%|
March|17937|MATHOURIENNE DEUX FLOTS|2021|good|100.00%|
March|17938|MATHOURIENNE MATOURY EST|2020|good|100.00%|
March|17938|MATHOURIENNE MATOURY EST|2021|acceptable|99.66%|
March|17939|AEROPORT ROCHAMBEAU|2020|good|100.00%|
March|17939|AEROPORT ROCHAMBEAU|2021|good|99.99%|
March|17940|CARAPA|2020|good|100.00%|
March|17940|CARAPA|2021|acceptable|99.82%|
March|17941|SOULA|2020|good|100.00%|
March|17941|SOULA|2021|good|99.99%|
March|17942|ROUTE DE GALLION DOROTHEE|2020|acceptable|99.92%|
March|17942|ROUTE DE GALLION DOROTHEE|2021|acceptable|99.76%|
March|17943|SAVANE CAUSSADE|2020|acceptable|98.81%|
March|17943|SAVANE CAUSSADE|2021|acceptable|98.26%|
March|17945|TROU POISSON|2020|acceptable|99.84%|
March|17945|TROU POISSON|2021|good|100.00%|
March|17946|CORROSSONY|2020|acceptable|99.83%|
March|17946|CORROSSONY|2021|acceptable|99.05%|
March|17947|ACAROUANY|2020|good|100.00%|
March|17947|ACAROUANY|2021|good|99.99%|
March|17951|ST LAURENT BOURG - GNU|2020|good|100.00%|
March|17951|ST LAURENT BOURG - GNU|2021|good|99.99%|
March|17952|CARAPA SOLAM|2020|good|99.97%|
March|17952|CARAPA SOLAM|2021|acceptable|99.69%|
March|17953|MANA GNU|2020|acceptable|99.59%|
March|17953|MANA GNU|2021|acceptable|99.93%|
March|17999|CAYENNE REPUBLIQUE|2020|good|100.00%|
March|17999|CAYENNE REPUBLIQUE|2021|acceptable|99.82%|
April|13103|CELIGNY|2020|good|100.00%|
April|13103|CELIGNY|2021|good|100.00%|
April|13105|Chateau Gaillard|2020|acceptable|99.70%|
April|13105|Chateau Gaillard|2021|good|100.00%|
April|13110|GUERY|2020|good|100.00%|
April|13110|GUERY|2021|acceptable|99.81%|
April|13111|GRANDE VIGIE|2020|good|100.00%|
April|13111|GRANDE VIGIE|2021|good|99.98%|
April|13112|CARAQUE|2020|good|100.00%|
April|13112|CARAQUE|2021|good|100.00%|
April|13116|ANSE A DOUVILLE - GOYAVE|2020|good|99.99%|
April|13116|ANSE A DOUVILLE - GOYAVE|2021|good|100.00%|
April|13117|MON REPOS|2020|good|100.00%|
April|13117|MON REPOS|2021|acceptable|99.28%|
April|13118|BOIS DEBOUT|2020|good|100.00%|
April|13118|BOIS DEBOUT|2021|good|100.00%|
April|13121|MATOUBA|2020|good|100.00%|
April|13121|MATOUBA|2021|good|100.00%|
April|13122|LE TUFF GRAND CROIX|2020|good|100.00%|
April|13122|LE TUFF GRAND CROIX|2021|acceptable|99.79%|
April|13123|TARARE|2020|good|100.00%|
April|13123|TARARE|2021|good|100.00%|
April|13134|PETIT PEROU|2020|good|99.99%|
April|13134|PETIT PEROU|2021|acceptable|98.06%|
April|13135|PAP VALMY|2020|good|100.00%|
April|13135|PAP VALMY|2021|good|100.00%|
April|13136|MORNE GARCIA DUGAZON|2020|good|100.00%|
April|13136|MORNE GARCIA DUGAZON|2021|good|100.00%|
April|13137|DESTRELAN|2020|good|100.00%|
April|13137|DESTRELAN|2021|good|100.00%|
April|13138|AEROPORT RAIZET|2020|good|100.00%|
April|13138|AEROPORT RAIZET|2021|good|100.00%|
April|13139|GRANDE SAVANE|2020|good|99.99%|
April|13139|GRANDE SAVANE|2021|good|100.00%|
April|13142|POINTE JARRY|2020|good|100.00%|
April|13142|POINTE JARRY|2021|good|100.00%|
April|13143|JARRY MOUDONG|2020|good|100.00%|
April|13143|JARRY MOUDONG|2021|good|100.00%|
April|13144|ST LOUIS|2020|good|100.00%|
April|13144|ST LOUIS|2021|good|100.00%|
April|13158|BAS VENT|2020|good|100.00%|
April|13158|BAS VENT|2021|good|100.00%|
April|13159|BELLEVUE MUSEE DU RHUM|2020|good|100.00%|
April|13159|BELLEVUE MUSEE DU RHUM|2021|good|100.00%|
April|13162|BELLE PLAINE|2020|good|100.00%|
April|13162|BELLE PLAINE|2021|good|100.00%|
April|13164|ROUTA CALVAIRE|2020|acceptable|99.92%|
April|13164|ROUTA CALVAIRE|2021|good|99.97%|
April|13167|LA BOUCAN|2020|good|100.00%|
April|13167|LA BOUCAN|2021|good|100.00%|
April|13168|WONCHE|2020|acceptable|99.79%|
April|13168|WONCHE|2021|acceptable|99.84%|
April|13169|BAGATELLE|2020|good|100.00%|
April|13169|BAGATELLE|2021|good|100.00%|
April|13170|LA RETRAITE|2020|good|100.00%|
April|13170|LA RETRAITE|2021|good|100.00%|
April|13177|BONFILS BOIS SEC|2020|good|99.98%|
April|13177|BONFILS BOIS SEC|2021|good|100.00%|
April|13178|SAINTE MARIE|2020|good|100.00%|
April|13178|SAINTE MARIE|2021|good|100.00%|
April|13179|MORAVIE CAMBREFORT|2020|good|99.99%|
April|13179|MORAVIE CAMBREFORT|2021|good|100.00%|
April|13187|POINTE FERRY|2020|good|100.00%|
April|13187|POINTE FERRY|2021|good|100.00%|
April|13188|MARQUISAT CACOVILLE|2020|good|100.00%|
April|13188|MARQUISAT CACOVILLE|2021|good|99.99%|
April|13191|CAMP LA JAILLE|2020|good|100.00%|
April|13191|CAMP LA JAILLE|2021|good|100.00%|
April|13194|PONT DE L'ALLIANCE|2020|good|100.00%|
April|13194|PONT DE L'ALLIANCE|2021|good|100.00%|
April|13404|POIRIER|2020|good|100.00%|
April|13404|POIRIER|2021|acceptable|97.88%|
April|13405|LOUISIANE|2020|good|100.00%|
April|13405|LOUISIANE|2021|good|100.00%|
April|13407|WILLIAM|2020|good|100.00%|
April|13407|WILLIAM|2021|acceptable|99.33%|
April|13413|BRION|2020|good|99.97%|
April|13413|BRION|2021|good|100.00%|
April|13420|BEAUFOND|2020|good|100.00%|
April|13420|BEAUFOND|2021|acceptable|99.15%|
April|13425|SAINT CHARLES|2020|acceptable|99.68%|
April|13425|SAINT CHARLES|2021|good|99.99%|
April|13426|BLANCHET|2020|good|100.00%|
April|13426|BLANCHET|2021|good|100.00%|
April|13428|CANTAMERLE|2020|good|100.00%|
April|13428|CANTAMERLE|2021|good|100.00%|
April|13437|BORRICAUD|2020|acceptable|98.87%|
April|13437|BORRICAUD|2021|good|100.00%|
April|13438|DUBEDOU|2020|good|100.00%|
April|13438|DUBEDOU|2021|good|100.00%|
April|13446|ANSE BERTRAND|2020|good|100.00%|
April|13446|ANSE BERTRAND|2021|acceptable|99.79%|
April|13448|BASSE TERRE CENTRE|2020|good|100.00%|
April|13448|BASSE TERRE CENTRE|2021|good|100.00%|
April|13456|MONTERAN TDF - ST. PHY|2020|good|100.00%|
April|13456|MONTERAN TDF - ST. PHY|2021|good|100.00%|
April|13459|MONTAUBAN|2020|good|99.99%|
April|13459|MONTAUBAN|2021|good|99.99%|
April|13460|BOIS JOLAN|2020|good|100.00%|
April|13460|BOIS JOLAN|2021|good|100.00%|
April|13462|FOND CABRE|2020|good|100.00%|
April|13462|FOND CABRE|2021|good|100.00%|
April|13464|GOSIER CENTRE|2020|good|100.00%|
April|13464|GOSIER CENTRE|2021|good|100.00%|
April|13465|POINTE-A-PITRE CENTRE|2020|good|100.00%|
April|13465|POINTE-A-PITRE CENTRE|2021|good|100.00%|
April|13467|FOND BUDAN|2020|acceptable|99.88%|
April|13467|FOND BUDAN|2021|good|100.00%|
April|13472|AUGUSTE ROMAGE|2020|good|100.00%|
April|13472|AUGUSTE ROMAGE|2021|good|100.00%|
April|13474|MEMORIAL ACT|2020|good|100.00%|
April|13474|MEMORIAL ACT|2021|good|100.00%|
April|13475|SAINT FRANCOIS GOLF|2020|good|100.00%|
April|13475|SAINT FRANCOIS GOLF|2021|good|100.00%|
April|13477|RAIZET|2020|good|100.00%|
April|13477|RAIZET|2021|good|100.00%|
April|13800|ROUTE DE L'ANGLAIS|2020|acceptable|99.83%|
April|13800|ROUTE DE L'ANGLAIS|2021|good|99.99%|
April|13801|ROCADE|2020|good|99.99%|
April|13801|ROCADE|2021|good|100.00%|
April|13802|MOREL|2020|acceptable|99.86%|
April|13802|MOREL|2021|good|99.98%|
April|13804|BRAGELONE|2020|good|100.00%|
April|13804|BRAGELONE|2021|acceptable|99.88%|
April|13806|GRAND FOND|2020|acceptable|99.86%|
April|13806|GRAND FOND|2021|good|100.00%|
April|13807|COURCELLES|2020|good|100.00%|
April|13807|COURCELLES|2021|good|99.99%|
April|13808|BEL ETANG|2020|acceptable|99.69%|
April|13808|BEL ETANG|2021|good|100.00%|
April|13809|DOUVILLE STE ANNE|2020|good|100.00%|
April|13809|DOUVILLE STE ANNE|2021|good|100.00%|
April|13810|LOIAL|2020|good|100.00%|
April|13810|LOIAL|2021|good|100.00%|
April|13811|DURIVAGE|2020|acceptable|99.91%|
April|13811|DURIVAGE|2021|good|99.99%|
April|13812|MARE GAILLARD|2020|good|99.99%|
April|13812|MARE GAILLARD|2021|acceptable|99.91%|
April|13813|MORNE LESCAL|2020|good|99.97%|
April|13813|MORNE LESCAL|2021|good|100.00%|
April|13814|ST RAPHAEL|2020|good|100.00%|
April|13814|ST RAPHAEL|2021|good|100.00%|
April|13815|HOTEL ARAWAK|2020|good|100.00%|
April|13815|HOTEL ARAWAK|2021|good|100.00%|
April|13817|MARINA|2020|acceptable|99.91%|
April|13817|MARINA|2021|good|99.97%|
April|13819|TOUR FREBAULT|2020|good|100.00%|
April|13819|TOUR FREBAULT|2021|good|100.00%|
April|13820|GRAND CAMP|2020|good|100.00%|
April|13820|GRAND CAMP|2021|good|100.00%|
April|13821|BOURGOGNE|2020|good|100.00%|
April|13821|BOURGOGNE|2021|good|100.00%|
April|13823|FT LES ABYMES|2020|good|99.99%|
April|13823|FT LES ABYMES|2021|good|100.00%|
April|13824|MONDUC|2020|good|100.00%|
April|13824|MONDUC|2021|good|100.00%|
April|13825|NESTAR|2020|good|100.00%|
April|13825|NESTAR|2021|acceptable|99.40%|
April|13826|CHAZEAU|2020|good|100.00%|
April|13826|CHAZEAU|2021|good|100.00%|
April|13829|CHABERT|2020|good|100.00%|
April|13829|CHABERT|2021|acceptable|99.87%|
April|13830|PETIT CANAL|2020|good|99.99%|
April|13830|PETIT CANAL|2021|good|100.00%|
April|13831|MOULIN|2020|good|99.99%|
April|13831|MOULIN|2021|good|100.00%|
April|13833|HAUT DE LA MONTAGNE|2020|good|100.00%|
