Month of DAY|Site ID(Office)|Site Name|Year of DAY|Calcul 1|valeur|Difference in Count of sheet1
September|17911|FARNOUS|2020|good|99.97%|
September|17912|CD5 MONTSINERY|2020|good|100.00%|
September|17913|GUATEMALA|2020|good|100.00%|
September|17914|MONTAGNE DES PERES|2020|good|100.00%|
September|17915|PARIACABO|2020|good|100.00%|
September|17916|KOUROU FT|2020|good|100.00%|
September|17917|FUSEE SONDE CSG|2020|good|100.00%|
September|17918|SINAMARY|2020|good|100.00%|
September|17921|IRACOUBO|2020|acceptable|99.92%|
September|17924|MONTSINERY TDF|2020|good|100.00%|
September|17925|CARISTAN|2020|good|100.00%|
September|17926|BALATE OC|2020|acceptable|99.87%|
September|17927|MONTAGNE GABIN|2020|good|100.00%|
September|17928|REGINA FT|2020|acceptable|96.92%|
September|17929|MALMANOURY|2020|good|100.00%|
September|17931|CITE PASCALINE|2020|good|100.00%|
September|17933|REMIRE MONTJOLY|2020|good|100.00%|
September|17934|LES AMES CLAIRES|2020|good|100.00%|
September|17935|BUZARET|2020|good|100.00%|
September|17936|MANCELLIERE PALAIS DES SPORTS|2020|good|100.00%|
September|17937|MATHOURIENNE DEUX FLOTS|2020|good|99.98%|
September|17938|MATHOURIENNE MATOURY EST|2020|good|100.00%|
September|17939|AEROPORT ROCHAMBEAU|2020|good|100.00%|
September|17940|CARAPA|2020|good|100.00%|
September|17941|SOULA|2020|good|99.99%|
September|17942|ROUTE DE GALLION DOROTHEE|2020|good|99.97%|
September|17943|SAVANE CAUSSADE|2020|good|100.00%|
September|17945|TROU POISSON|2020|good|100.00%|
September|17946|CORROSSONY|2020|acceptable|99.93%|
September|17947|ACAROUANY|2020|acceptable|99.90%|
September|17951|ST LAURENT BOURG - GNU|2020|good|100.00%|
September|17952|CARAPA SOLAM|2020|acceptable|99.87%|
September|17953|MANA GNU|2020|acceptable|99.92%|
September|17999|CAYENNE REPUBLIQUE|2020|good|100.00%|
October|13103|CELIGNY|2020|good|100.00%|
October|13105|Chateau Gaillard|2020|good|100.00%|
October|13110|GUERY|2020|good|100.00%|
October|13111|GRANDE VIGIE|2020|good|100.00%|
October|13112|CARAQUE|2020|good|100.00%|
October|13116|ANSE A DOUVILLE - GOYAVE|2020|good|100.00%|
October|13117|MON REPOS|2020|good|100.00%|
October|13118|BOIS DEBOUT|2020|good|100.00%|
October|13121|MATOUBA|2020|good|100.00%|
October|13122|LE TUFF GRAND CROIX|2020|good|100.00%|
October|13123|TARARE|2020|good|100.00%|
October|13134|PETIT PEROU|2020|good|100.00%|
October|13135|PAP VALMY|2020|good|100.00%|
October|13136|MORNE GARCIA DUGAZON|2020|good|100.00%|
October|13137|DESTRELAN|2020|good|100.00%|
October|13138|AEROPORT RAIZET|2020|good|100.00%|
October|13139|GRANDE SAVANE|2020|good|100.00%|
October|13142|POINTE JARRY|2020|good|100.00%|
October|13143|JARRY MOUDONG|2020|good|100.00%|
October|13144|ST LOUIS|2020|good|100.00%|
October|13158|BAS VENT|2020|good|100.00%|
October|13159|BELLEVUE MUSEE DU RHUM|2020|good|100.00%|
October|13162|BELLE PLAINE|2020|good|100.00%|
October|13164|ROUTA CALVAIRE|2020|good|100.00%|
October|13167|LA BOUCAN|2020|good|100.00%|
October|13168|WONCHE|2020|good|100.00%|
October|13169|BAGATELLE|2020|good|100.00%|
October|13170|LA RETRAITE|2020|good|100.00%|
October|13177|BONFILS BOIS SEC|2020|good|100.00%|
October|13178|SAINTE MARIE|2020|good|100.00%|
October|13179|MORAVIE CAMBREFORT|2020|good|100.00%|
October|13187|POINTE FERRY|2020|good|100.00%|
October|13188|MARQUISAT CACOVILLE|2020|good|100.00%|
October|13191|CAMP LA JAILLE|2020|good|100.00%|
October|13194|PONT DE L'ALLIANCE|2020|good|100.00%|
October|13404|POIRIER|2020|good|100.00%|
October|13405|LOUISIANE|2020|good|100.00%|
October|13407|WILLIAM|2020|good|100.00%|
October|13413|BRION|2020|good|100.00%|
October|13420|BEAUFOND|2020|good|100.00%|
October|13425|SAINT CHARLES|2020|good|100.00%|
October|13426|BLANCHET|2020|good|100.00%|
October|13428|CANTAMERLE|2020|good|100.00%|
October|13437|BORRICAUD|2020|good|100.00%|
October|13438|DUBEDOU|2020|good|100.00%|
October|13446|ANSE BERTRAND|2020|good|100.00%|
October|13448|BASSE TERRE CENTRE|2020|good|100.00%|
October|13456|MONTERAN TDF - ST. PHY|2020|good|100.00%|
October|13459|MONTAUBAN|2020|good|100.00%|
October|13460|BOIS JOLAN|2020|good|100.00%|
October|13462|FOND CABRE|2020|good|100.00%|
October|13464|GOSIER CENTRE|2020|good|100.00%|
October|13465|POINTE-A-PITRE CENTRE|2020|good|100.00%|
October|13467|FOND BUDAN|2020|good|100.00%|
October|13472|AUGUSTE ROMAGE|2020|good|100.00%|
October|13474|MEMORIAL ACT|2020|good|100.00%|
October|13475|SAINT FRANCOIS GOLF|2020|good|100.00%|
October|13477|RAIZET|2020|good|100.00%|
October|13800|ROUTE DE L'ANGLAIS|2020|good|100.00%|
October|13801|ROCADE|2020|good|100.00%|
October|13802|MOREL|2020|good|100.00%|
October|13804|BRAGELONE|2020|good|100.00%|
October|13806|GRAND FOND|2020|good|100.00%|
October|13807|COURCELLES|2020|good|100.00%|
October|13808|BEL ETANG|2020|good|100.00%|
October|13809|DOUVILLE STE ANNE|2020|good|100.00%|
October|13810|LOIAL|2020|good|100.00%|
October|13811|DURIVAGE|2020|good|100.00%|
October|13812|MARE GAILLARD|2020|good|100.00%|
October|13813|MORNE LESCAL|2020|good|100.00%|
October|13814|ST RAPHAEL|2020|good|100.00%|
October|13815|HOTEL ARAWAK|2020|good|100.00%|
October|13817|MARINA|2020|good|100.00%|
October|13819|TOUR FREBAULT|2020|good|100.00%|
October|13820|GRAND CAMP|2020|good|100.00%|
October|13821|BOURGOGNE|2020|good|100.00%|
October|13823|FT LES ABYMES|2020|good|100.00%|
October|13824|MONDUC|2020|good|100.00%|
October|13825|NESTAR|2020|good|100.00%|
October|13826|CHAZEAU|2020|good|100.00%|
October|13829|CHABERT|2020|good|100.00%|
October|13830|PETIT CANAL|2020|good|100.00%|
October|13831|MOULIN|2020|good|100.00%|
October|13833|HAUT DE LA MONTAGNE|2020|good|100.00%|
October|13834|ARNOUVILLE|2020|good|100.00%|
October|13835|COPPET|2020|good|100.00%|
October|13837|BAIE MAHAULT|2020|good|100.00%|
October|13838|BARBOTTEAU|2020|good|100.00%|
October|13840|QUARTIER D'ORLEANS|2020|good|100.00%|
October|13841|CHOISY|2020|good|100.00%|
October|13842|PLIANE|2020|good|100.00%|
October|13843|SOFAIA FT|2020|good|100.00%|
October|13844|DESHAIES|2020|good|100.00%|
October|13847|POINTE NOIRE|2020|good|100.00%|
October|13848|BEAUREGARD|2020|good|100.00%|
October|13849|MORNE A LOUIS|2020|good|100.00%|
October|13850|COURBARIL|2020|good|100.00%|
October|13851|BOUILLANTE VILLAGE|2020|good|100.00%|
October|13852|BEAUSOLEIL|2020|good|100.00%|
October|13853|BAILLIF|2020|good|100.00%|
October|13856|MORNE HOUEL|2020|good|100.00%|
October|13858|GOURBEYRE|2020|good|100.00%|
October|13859|CHÂTEAU SOURETTE|2020|good|100.00%|
October|13861|MORNE SALE|2020|good|100.00%|
October|13862|LACAVE STADE MUNICIPAL|2020|good|100.00%|
October|13863|GOYAVE|2020|good|100.00%|
October|13864|SCHOELCHER|2020|good|100.00%|
October|13865|PETIT BOURG FT|2020|good|100.00%|
October|13878|SIEAPAPA|2020|good|100.00%|
October|13879|VATABLE|2020|good|100.00%|
October|13880|JARRY|2020|good|100.00%|
October|13881|LAMENTIN SUD|2020|good|100.00%|
October|13882|HYUNDAI|2020|good|100.00%|
October|13886|TROIS RIVIERES|2020|good|100.00%|
October|13887|POINTE DES CHATEAUX|2020|good|100.00%|
October|13893|VIEUX BOURG|2020|good|100.00%|
October|13894|DUZER|2020|good|100.00%|
October|13896|BLONZAC|2020|good|100.00%|
October|13899|CADET|2020|good|100.00%|
October|14200|GASCHETTE|2020|good|100.00%|
October|14204|DAUBERT|2020|good|100.00%|
October|14205|RECULEE|2020|good|100.00%|
October|14206|CARABIN|2020|good|100.00%|
October|14212|ROUTE TRACE CHAMPFLORE|2020|good|100.00%|
October|14214|CHAPUZOT|2020|good|100.00%|
October|14217|CAP EST|2020|good|100.00%|
October|14221|MORNE LEPINAY|2020|good|100.00%|
October|14223|BEAUJOLAIS|2020|good|100.00%|
October|14225|ROUTE DE MOUTTE|2020|good|100.00%|
October|14226|MORNE DESAIX|2020|good|100.00%|
October|14229|BOULEVARD DE LA MARNE|2020|good|100.00%|
October|14231|POINTE DU BOUT FT|2020|good|100.00%|
October|14232|LUNETTE BOUILLEE|2020|good|100.00%|
October|14236|BAIE DES MULETS|2020|good|100.00%|
October|14240|ZI COCOTTE|2020|good|100.00%|
October|14242|ROCHES CARRES|2020|good|100.00%|
October|14243|DUCHESNE|2020|good|100.00%|
October|14244|BEAUSEJOUR|2020|good|100.00%|
October|14248|BOIS LEZARD|2020|good|100.00%|
October|14252|MORNE CAPOT|2020|good|100.00%|
October|14253|GRAND FOND|2020|good|100.00%|
October|14255|HAUTEURS BOURDONS|2020|good|100.00%|
October|14258|HABITATION PETIT REDUIT|2020|good|100.00%|
October|14261|LES HAUTS DE MANIBA|2020|good|100.00%|
October|14267|CHÂTEAU GAILLARD|2020|good|100.00%|
October|14268|FOND MANOEL|2020|good|100.00%|
October|14282|LAMENTIN NORD OUEST|2020|good|100.00%|
October|14289|CHÂTEAU PAILLE|2020|good|100.00%|
October|14290|FOUR A CHAUX|2020|good|100.00%|
October|14291|POINTE DU BOUT HIBISCUS|2020|good|100.00%|
October|14293|FDF ROCADE L'ERMITAGE|2020|good|100.00%|
October|14297|ANSE COLLAT|2020|good|100.00%|
October|14298|RIVIERE SALEE-LA LAUGIER|2020|good|100.00%|
October|14700|LE CARBET|2020|good|100.00%|
October|14701|ST PIERRE|2020|good|100.00%|
October|14702|LE LORRAIN|2020|good|100.00%|
October|14703|LE MARIGOT|2020|good|100.00%|
October|14704|MORNE ROUGE AILERON|2020|good|100.00%|
October|14705|STE MARIE|2020|good|100.00%|
October|14706|LA TRINITE|2020|good|100.00%|
October|14707|GROS MORNE|2020|good|100.00%|
October|14708|VERT PRE|2020|good|100.00%|
October|14709|LESTRADE|2020|good|100.00%|
October|14710|PONTALERY|2020|good|100.00%|
October|14711|ST ROCH|2020|good|100.00%|
October|14712|COURBARIL|2020|good|100.00%|
October|14713|POINTE BATEAU|2020|good|100.00%|
October|14714|ACAJOU|2020|good|100.00%|
October|14716|BELEME|2020|good|100.00%|
October|14717|ROSETTE|2020|good|100.00%|
October|14718|DUCOS STADE|2020|good|100.00%|
October|14719|RIVIERE SALEE|2020|good|100.00%|
October|14720|LES TROIS ILETS|2020|good|100.00%|
October|14722|ANSE D'ARLETS|2020|good|100.00%|
October|14724|CAP CHEVALIER|2020|good|100.00%|
October|14725|STE LUCE|2020|good|100.00%|
October|14726|LE MARIN|2020|good|100.00%|
October|14728|LES SALINES|2020|good|100.00%|
October|14729|RIVIERE PILOTE|2020|good|100.00%|
October|14730|ST ESPRIT|2020|good|100.00%|
October|14732|MORNE DUNOYER|2020|good|100.00%|
October|14733|PLATEAU FOFO|2020|good|100.00%|
October|14734|POINTE NEGRE|2020|good|100.00%|
October|14736|GARNIER PAGES|2020|good|100.00%|
October|14737|LE PORT|2020|good|100.00%|
October|14739|LA MEYNARD|2020|good|100.00%|
October|14740|DILLON|2020|good|100.00%|
October|14741|VALMENIERE|2020|good|100.00%|
October|14742|GALLERIA|2020|good|100.00%|
October|14744|CLAIRIERE|2020|good|100.00%|
October|14745|JAMBETTE|2020|good|100.00%|
October|14746|RESIDENCE MARYLAND|2020|good|100.00%|
October|14747|CASE PILOTE|2020|good|100.00%|
October|14748|AEROPORT|2020|good|100.00%|
October|14749|BELLFONTAINE|2020|good|100.00%|
October|14750|MORNE VERT|2020|good|100.00%|
October|14751|MORNE FOLIE|2020|good|100.00%|
October|14753|TRINITE TARTANE|2020|good|100.00%|
October|14755|BASSE POINTE|2020|good|100.00%|
October|14756|ANSE L'ANE|2020|good|100.00%|
October|14757|MORNE CARRIERE|2020|good|100.00%|
October|14758|CERP BULL|2020|good|100.00%|
October|14759|CITRON|2020|good|100.00%|
October|14760|BOIS ROUGE|2020|good|100.00%|
October|14762|MORNE BIGOT|2020|good|100.00%|
October|14763|PETIT BOURG|2020|good|100.00%|
October|14766|DUCOS CENTRE|2020|good|100.00%|
October|14767|SCHOELCHER|2020|good|100.00%|
October|14768|BALATA|2020|good|100.00%|
October|14769|La Demarche|2020|good|100.00%|
October|14771|FOND ST. JACQUES|2020|good|100.00%|
October|14772|MORNE DES ESSES|2020|good|100.00%|
October|14774|PELLETIER OC|2020|good|100.00%|
October|14775|TERRE SAINVILLE Fort De France|2020|good|100.00%|
October|14776|JOSSEAUD|2020|good|100.00%|
October|14777|DESMARINIERES|2020|good|100.00%|
October|14778|PETITE ANSE|2020|good|100.00%|
October|14780|FOND BOUCHER|2020|good|100.00%|
October|14781|TROIS RIVIERES|2020|good|100.00%|
October|14782|DIZAC|2020|good|100.00%|
October|14783|GROMAT|2020|good|100.00%|
October|14785|MORNE ROUGE STADE|2020|good|100.00%|
October|14786|CAP MACRE|2020|good|100.00%|
October|14787|MORNE LAVALEUR|2020|good|100.00%|
October|14788|BALATA|2020|good|100.00%|
October|14791|TRINITE NORD|2020|good|100.00%|
October|14793|HOTEL DE VILLE|2020|good|100.00%|
October|14794|ECHANGEUR DILLON|2020|good|100.00%|
October|14796|FOND MASSON|2020|good|100.00%|
October|14797|MORNE FIRMIN ABONDANCE|2020|good|100.00%|
October|14798|CENTRE VILLE FRANCOIS|2020|good|100.00%|
October|17303|MOUCAYA|2020|good|100.00%|
October|17304|ROCHES BLANCHES|2020|good|100.00%|
October|17305|ORGANABO|2020|good|100.00%|
October|17306|CHIRE|2020|good|100.00%|
October|17308|COUACHIMANA|2020|good|100.00%|
October|17309|AWALA|2020|good|100.00%|
October|17314|CARREFOUR MANA|2020|good|100.00%|
October|17318|CHARVEIN|2020|good|100.00%|
October|17319|COSWINE|2020|good|100.00%|
October|17321|TERRE ROUGE ESPERANCE|2020|good|100.00%|
October|17322|MACRABO|2020|good|100.00%|
October|17323|PATAWA|2020|good|100.00%|
October|17324|LE SOLITAIRE|2020|good|100.00%|
October|17325|TONNEGRANDE|2020|good|100.00%|
October|17326|ROCHAMBEAU MARIGNAN|2020|good|100.00%|
October|17328|MONTAGNE CHÂTEAU CENTRE|2020|good|100.00%|
October|17330|ROCHE TABLON|2020|good|100.00%|
October|17340|ZI COLLERY|2020|good|100.00%|
October|17341|APATOU|2020|good|100.00%|
October|17343|GRAN SANTI|2020|good|100.00%|
October|17345|PAPAICHTON|2020|good|100.00%|
October|17346|SAVANE ELISABETH|2020|good|100.00%|
October|17347|ST LAURENT LAGUNE GNU|2020|good|100.00%|
October|17349|BADUEL|2020|good|100.00%|
October|17900|CAYENNE|2020|good|100.00%|
October|17902|CITE HORTZ|2020|good|100.00%|
October|17903|CAMP DU TIGRE|2020|good|100.00%|
October|17905|CIMENTERIE|2020|good|100.00%|
October|17907|LA CHAUMIERE|2020|good|100.00%|
October|17908|CALIFOURCHON|2020|good|100.00%|
October|17909|SAVANE SERGENT|2020|good|100.00%|
October|17910|ROURA RESERVOIR|2020|good|100.00%|
October|17911|FARNOUS|2020|good|100.00%|
October|17912|CD5 MONTSINERY|2020|good|100.00%|
October|17913|GUATEMALA|2020|good|100.00%|
October|17914|MONTAGNE DES PERES|2020|good|100.00%|
October|17915|PARIACABO|2020|good|100.00%|
October|17916|KOUROU FT|2020|good|100.00%|
October|17917|FUSEE SONDE CSG|2020|good|100.00%|
October|17918|SINAMARY|2020|good|100.00%|
October|17921|IRACOUBO|2020|good|100.00%|
October|17924|MONTSINERY TDF|2020|good|100.00%|
October|17925|CARISTAN|2020|good|100.00%|
October|17926|BALATE OC|2020|good|100.00%|
October|17927|MONTAGNE GABIN|2020|good|100.00%|
October|17928|REGINA FT|2020|good|100.00%|
October|17929|MALMANOURY|2020|good|100.00%|
October|17931|CITE PASCALINE|2020|good|100.00%|
October|17933|REMIRE MONTJOLY|2020|good|100.00%|
October|17934|LES AMES CLAIRES|2020|good|100.00%|
October|17935|BUZARET|2020|good|100.00%|
October|17936|MANCELLIERE PALAIS DES SPORTS|2020|good|100.00%|
October|17937|MATHOURIENNE DEUX FLOTS|2020|good|100.00%|
October|17938|MATHOURIENNE MATOURY EST|2020|good|100.00%|
October|17939|AEROPORT ROCHAMBEAU|2020|good|100.00%|
October|17940|CARAPA|2020|good|100.00%|
October|17941|SOULA|2020|good|100.00%|
October|17942|ROUTE DE GALLION DOROTHEE|2020|good|100.00%|
October|17943|SAVANE CAUSSADE|2020|good|100.00%|
October|17945|TROU POISSON|2020|good|100.00%|
October|17946|CORROSSONY|2020|good|100.00%|
October|17947|ACAROUANY|2020|good|100.00%|
October|17951|ST LAURENT BOURG - GNU|2020|good|100.00%|
October|17952|CARAPA SOLAM|2020|good|100.00%|
October|17953|MANA GNU|2020|good|100.00%|
October|17999|CAYENNE REPUBLIQUE|2020|good|100.00%|
November|13103|CELIGNY|2020|good|100.00%|
November|13105|Chateau Gaillard|2020|good|100.00%|
November|13110|GUERY|2020|good|99.98%|
November|13111|GRANDE VIGIE|2020|acceptable|98.26%|
November|13112|CARAQUE|2020|good|99.97%|
November|13116|ANSE A DOUVILLE - GOYAVE|2020|good|100.00%|
November|13117|MON REPOS|2020|good|100.00%|
November|13118|BOIS DEBOUT|2020|good|100.00%|
November|13121|MATOUBA|2020|acceptable|97.93%|
November|13122|LE TUFF GRAND CROIX|2020|good|100.00%|
November|13123|TARARE|2020|good|100.00%|
November|13134|PETIT PEROU|2020|good|100.00%|
November|13135|PAP VALMY|2020|good|100.00%|
November|13136|MORNE GARCIA DUGAZON|2020|good|100.00%|
November|13137|DESTRELAN|2020|good|100.00%|
November|13138|AEROPORT RAIZET|2020|good|100.00%|
November|13139|GRANDE SAVANE|2020|good|99.99%|
November|13142|POINTE JARRY|2020|good|100.00%|
November|13143|JARRY MOUDONG|2020|good|100.00%|
November|13144|ST LOUIS|2020|good|100.00%|
November|13158|BAS VENT|2020|acceptable|99.85%|
November|13159|BELLEVUE MUSEE DU RHUM|2020|acceptable|99.60%|
November|13162|BELLE PLAINE|2020|good|99.98%|
November|13164|ROUTA CALVAIRE|2020|acceptable|99.93%|
November|13167|LA BOUCAN|2020|acceptable|99.83%|
November|13168|WONCHE|2020|acceptable|99.80%|
November|13169|BAGATELLE|2020|good|99.99%|
November|13170|LA RETRAITE|2020|acceptable|99.75%|
November|13177|BONFILS BOIS SEC|2020|good|100.00%|
November|13178|SAINTE MARIE|2020|good|100.00%|
November|13179|MORAVIE CAMBREFORT|2020|good|100.00%|
November|13187|POINTE FERRY|2020|good|99.97%|
November|13188|MARQUISAT CACOVILLE|2020|good|100.00%|
November|13191|CAMP LA JAILLE|2020|good|100.00%|
November|13194|PONT DE L'ALLIANCE|2020|good|100.00%|
November|13404|POIRIER|2020|good|100.00%|
November|13405|LOUISIANE|2020|good|100.00%|
November|13407|WILLIAM|2020|good|100.00%|
November|13413|BRION|2020|good|99.98%|
November|13420|BEAUFOND|2020|good|99.98%|
November|13425|SAINT CHARLES|2020|good|100.00%|
November|13426|BLANCHET|2020|good|100.00%|
November|13428|CANTAMERLE|2020|good|100.00%|
November|13437|BORRICAUD|2020|good|100.00%|
November|13438|DUBEDOU|2020|acceptable|99.84%|
November|13446|ANSE BERTRAND|2020|good|99.98%|
November|13448|BASSE TERRE CENTRE|2020|acceptable|99.81%|
November|13456|MONTERAN TDF - ST. PHY|2020|good|100.00%|
November|13459|MONTAUBAN|2020|acceptable|99.01%|
November|13460|BOIS JOLAN|2020|good|100.00%|
November|13462|FOND CABRE|2020|good|100.00%|
November|13464|GOSIER CENTRE|2020|good|100.00%|
November|13465|POINTE-A-PITRE CENTRE|2020|good|100.00%|
November|13467|FOND BUDAN|2020|good|99.97%|
November|13472|AUGUSTE ROMAGE|2020|good|100.00%|
November|13474|MEMORIAL ACT|2020|good|100.00%|
November|13475|SAINT FRANCOIS GOLF|2020|good|100.00%|
November|13477|RAIZET|2020|good|100.00%|
November|13800|ROUTE DE L'ANGLAIS|2020|good|99.98%|
November|13801|ROCADE|2020|good|99.98%|
November|13802|MOREL|2020|good|100.00%|
November|13804|BRAGELONE|2020|good|100.00%|
November|13806|GRAND FOND|2020|good|100.00%|
November|13807|COURCELLES|2020|good|99.98%|
November|13808|BEL ETANG|2020|good|100.00%|
November|13809|DOUVILLE STE ANNE|2020|good|100.00%|
November|13810|LOIAL|2020|good|100.00%|
November|13811|DURIVAGE|2020|good|100.00%|
November|13812|MARE GAILLARD|2020|good|100.00%|
November|13813|MORNE LESCAL|2020|good|100.00%|
November|13814|ST RAPHAEL|2020|good|100.00%|
November|13815|HOTEL ARAWAK|2020|good|100.00%|
November|13817|MARINA|2020|good|100.00%|
November|13819|TOUR FREBAULT|2020|good|100.00%|
November|13820|GRAND CAMP|2020|good|100.00%|
November|13821|BOURGOGNE|2020|good|99.98%|
November|13823|FT LES ABYMES|2020|good|99.99%|
November|13824|MONDUC|2020|good|100.00%|
November|13825|NESTAR|2020|good|100.00%|
November|13826|CHAZEAU|2020|good|100.00%|
November|13829|CHABERT|2020|acceptable|99.92%|
November|13830|PETIT CANAL|2020|acceptable|99.94%|
November|13831|MOULIN|2020|good|100.00%|
November|13833|HAUT DE LA MONTAGNE|2020|acceptable|99.90%|
November|13834|ARNOUVILLE|2020|good|100.00%|
November|13835|COPPET|2020|good|100.00%|
November|13837|BAIE MAHAULT|2020|acceptable|97.31%|
November|13838|BARBOTTEAU|2020|acceptable|99.74%|
November|13840|QUARTIER D'ORLEANS|2020|good|99.98%|
November|13841|CHOISY|2020|acceptable|98.60%|
November|13842|PLIANE|2020|acceptable|99.72%|
November|13843|SOFAIA FT|2020|acceptable|99.63%|
November|13844|DESHAIES|2020|good|100.00%|
November|13847|POINTE NOIRE|2020|good|100.00%|
November|13848|BEAUREGARD|2020|good|99.98%|
November|13849|MORNE A LOUIS|2020|good|100.00%|
November|13850|COURBARIL|2020|good|100.00%|
November|13851|BOUILLANTE VILLAGE|2020|good|100.00%|
November|13852|BEAUSOLEIL|2020|good|100.00%|
November|13853|BAILLIF|2020|good|100.00%|
November|13856|MORNE HOUEL|2020|good|100.00%|
November|13858|GOURBEYRE|2020|good|100.00%|
November|13859|CHÂTEAU SOURETTE|2020|acceptable|99.47%|
November|13861|MORNE SALE|2020|good|100.00%|
November|13862|LACAVE STADE MUNICIPAL|2020|good|99.99%|
November|13863|GOYAVE|2020|good|100.00%|
November|13864|SCHOELCHER|2020|good|100.00%|
November|13865|PETIT BOURG FT|2020|acceptable|99.88%|
November|13878|SIEAPAPA|2020|good|100.00%|
November|13879|VATABLE|2020|good|100.00%|
November|13880|JARRY|2020|good|100.00%|
November|13881|LAMENTIN SUD|2020|acceptable|99.75%|
November|13882|HYUNDAI|2020|good|100.00%|
November|13886|TROIS RIVIERES|2020|good|100.00%|
November|13887|POINTE DES CHATEAUX|2020|good|100.00%|
November|13893|VIEUX BOURG|2020|acceptable|98.99%|
November|13894|DUZER|2020|good|99.99%|
November|13896|BLONZAC|2020|good|100.00%|
November|13899|CADET|2020|acceptable|99.90%|
November|14200|GASCHETTE|2020|good|99.98%|
November|14204|DAUBERT|2020|good|99.98%|
November|14205|RECULEE|2020|acceptable|99.44%|
November|14206|CARABIN|2020|acceptable|99.72%|
November|14212|ROUTE TRACE CHAMPFLORE|2020|good|100.00%|
November|14214|CHAPUZOT|2020|acceptable|99.81%|
November|14217|CAP EST|2020|acceptable|99.81%|
November|14221|MORNE LEPINAY|2020|good|99.99%|
November|14223|BEAUJOLAIS|2020|good|100.00%|
November|14225|ROUTE DE MOUTTE|2020|acceptable|99.77%|
November|14226|MORNE DESAIX|2020|good|100.00%|
November|14229|BOULEVARD DE LA MARNE|2020|acceptable|99.08%|
November|14231|POINTE DU BOUT FT|2020|good|100.00%|
November|14232|LUNETTE BOUILLEE|2020|good|100.00%|
November|14236|BAIE DES MULETS|2020|acceptable|99.73%|
November|14240|ZI COCOTTE|2020|good|100.00%|
November|14242|ROCHES CARRES|2020|acceptable|99.77%|
November|14243|DUCHESNE|2020|acceptable|99.78%|
November|14244|BEAUSEJOUR|2020|good|99.98%|
November|14248|BOIS LEZARD|2020|acceptable|99.92%|
November|14252|MORNE CAPOT|2020|acceptable|99.39%|
November|14253|GRAND FOND|2020|good|99.98%|
November|14255|HAUTEURS BOURDONS|2020|good|99.97%|
November|14258|HABITATION PETIT REDUIT|2020|good|100.00%|
November|14261|LES HAUTS DE MANIBA|2020|good|100.00%|
November|14267|CHÂTEAU GAILLARD|2020|good|100.00%|
November|14268|FOND MANOEL|2020|good|100.00%|
November|14282|LAMENTIN NORD OUEST|2020|acceptable|99.83%|
November|14289|CHÂTEAU PAILLE|2020|acceptable|98.26%|
November|14290|FOUR A CHAUX|2020|good|100.00%|
November|14291|POINTE DU BOUT HIBISCUS|2020|good|100.00%|
November|14293|FDF ROCADE L'ERMITAGE|2020|good|100.00%|
November|14297|ANSE COLLAT|2020|good|100.00%|
November|14298|RIVIERE SALEE-LA LAUGIER|2020|good|100.00%|
November|14700|LE CARBET|2020|good|100.00%|
November|14701|ST PIERRE|2020|good|100.00%|
November|14702|LE LORRAIN|2020|good|100.00%|
November|14703|LE MARIGOT|2020|acceptable|99.79%|
November|14704|MORNE ROUGE AILERON|2020|good|100.00%|
November|14705|STE MARIE|2020|good|100.00%|
November|14706|LA TRINITE|2020|good|100.00%|
November|14707|GROS MORNE|2020|good|100.00%|
November|14708|VERT PRE|2020|good|99.99%|
November|14709|LESTRADE|2020|good|100.00%|
November|14710|PONTALERY|2020|good|99.98%|
November|14711|ST ROCH|2020|good|100.00%|
November|14712|COURBARIL|2020|acceptable|99.68%|
November|14713|POINTE BATEAU|2020|good|100.00%|
November|14714|ACAJOU|2020|good|100.00%|
November|14716|BELEME|2020|good|100.00%|
November|14717|ROSETTE|2020|good|100.00%|
November|14718|DUCOS STADE|2020|acceptable|99.16%|
November|14719|RIVIERE SALEE|2020|good|100.00%|
November|14720|LES TROIS ILETS|2020|good|100.00%|
November|14722|ANSE D'ARLETS|2020|good|100.00%|
November|14724|CAP CHEVALIER|2020|good|100.00%|
November|14725|STE LUCE|2020|good|100.00%|
November|14726|LE MARIN|2020|good|100.00%|
November|14728|LES SALINES|2020|acceptable|99.82%|
November|14729|RIVIERE PILOTE|2020|good|100.00%|
November|14730|ST ESPRIT|2020|good|100.00%|
November|14732|MORNE DUNOYER|2020|good|100.00%|
November|14733|PLATEAU FOFO|2020|acceptable|99.78%|
November|14734|POINTE NEGRE|2020|good|100.00%|
November|14736|GARNIER PAGES|2020|good|100.00%|
November|14737|LE PORT|2020|good|100.00%|
November|14739|LA MEYNARD|2020|good|99.99%|
November|14740|DILLON|2020|acceptable|99.49%|
November|14741|VALMENIERE|2020|good|99.96%|
November|14742|GALLERIA|2020|good|100.00%|
November|14744|CLAIRIERE|2020|good|100.00%|
November|14745|JAMBETTE|2020|good|100.00%|
November|14746|RESIDENCE MARYLAND|2020|good|100.00%|
November|14747|CASE PILOTE|2020|good|100.00%|
November|14748|AEROPORT|2020|acceptable|99.68%|
November|14749|BELLFONTAINE|2020|good|99.99%|
November|14750|MORNE VERT|2020|good|100.00%|
November|14751|MORNE FOLIE|2020|good|99.99%|
November|14753|TRINITE TARTANE|2020|good|100.00%|
November|14755|BASSE POINTE|2020|acceptable|99.60%|
November|14756|ANSE L'ANE|2020|good|100.00%|
